,full_text,clean_text,cluster
1098,@mvrdero Ndaa boleh kekerasan gitu 😥,ndaa keras,2
1099,Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,0
1100,"Melalui bidang kedokteran, ia bercita-cita untuk mengedukasi generasi muda khususnya yang berada di pedesaan dan Sekolah Luar Biasa (SLB) tentang hak dan kesehatan reproduksi, serta menyebarkan kesadaran tentang kekerasan berbasis gender. https://t.co/XmyEDD8Crk",bidang dokter bercitacita edukasi generasi muda desa sekolah slb hak sehat reproduksi sebar sadar keras bas gender,2
1101,"@tanyakanrl Nderr sebenernyaa urusan sm kurir selagi ga pelecehan, nipu, dan kekerasan fisik/verbal gaperlu  lapor2 shopee. Kl cuma etika dan yg ga nyaman km ya km tegur langsung, kan kurir teriak tu emg biar tau ada paket. Kl teriak2 nyolot, ngolokin org nah itu lapor gpp.",nderr sebenernyaa urus kurir selagi leceh nipu keras fisikverbal gaperlu lapor shopee kl etika nyaman tegur langsung kurir teriak biar paket kl teriak nyolot ngolokin orang lapor apa,1
1102,Kekerasan sexual = Pencabulan = Pemerkosaan = Perzinahan paksa = Biadab.,keras sexual cabul perkosa perzinahan paksa biadab,2
1103,"Saya yakin tidak satu pun negara ASEAN menginginkan hal tersebut. Tidak boleh ada pihak di dalam atau di luar ASEAN yang mengambil manfaat dari konflik internal di Myanmar. Kekerasan harus dihentikan dan rakyat harus dilindungi,"" tegas Presiden. https://t.co/ciZ0ztdNVS""",negara asean asean ambil manfaat konflik internal myanmar keras henti rakyat lindung presiden,0
1104,"mau cerita, for today.\n\ndi SMP punya temen sekelas cowo, insial nya C, dia itu toxicnya smpe bawa ortu, ngehina pekerjaan ortu, sering main kekerasan, kayak apa aja salah di matanya.\n\ndia ngatain gw jelek, tapi dia ga sadar kalo muka dia kayak kodoq cepirit, eww.",cerita for todaynndi smp teman kelas cowok insial nya c toxicnya bawa orangtua ngehina kerja orangtua main keras salah matanyanndia ngatain jelek sadar muka kodoq cepirit eww,1
1105,"@cowogabutzz @txtdarisisange Tapi kalo korban selingkuh melakukan kekerasan jatohnya dia yg salah dlm hukum, emg better gausah melakukan kekerasan sih. Gak ngebela si laki yg selingkuh ya",korban selingkuh keras jatohnya salah hukum better keras sih ngebela laki selingkuh,1
1106,@domanggajima (ง ͠° ͟ʖ #)ง (aku mengajarkan micu kekerasan),ajar micu keras,2
1107,Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,0
1108,JIR MEMBER TBZ KEKERASAN,jir member tbz keras,2
1109,Selain keutuhan rumah tangga ternyata medsos juga penyebab kasus kekerasan anak.\nhttps://t.co/FSjHwjtdTL,utuh rumah tangga medsos sebab keras anakn,0
1110,"@detikcom Akhirnya kjadian jg, udah tau konsep restaurant itu ga cocok dg budaya timur sperti negara ini :\n\n1). Pengusahanya latahan adopsi konsep luar &amp; cuan\n2). Customer-nya jg bnyak yg kepo &amp; latah apa lg content creator-nya\n\nTapi kekerasan pd wanita itu sih fatal‼️",kjadian konsep restaurant cocok budaya timur negara nn usaha latah adopsi konsep cuann customernya latah content creatornyanntapi keras wanita sih fatal,2
1111,"@lamoennic @Rs_Sbb @Rahmat26104472 @bung_madin Sama2 tukang ngancem...\n\nYg satu ngancem pake kekerasan, yg satu ngancem pake neraka 🤣🤣🤣🤣",tukang ngancemnnyg ngancem pakai keras ngancem pakai neraka,2
1112,Wajib tau! Gubernur Jatim sediakan pelayanan Hotline 129 selama 24 jam tentang kekerasan seksual https://t.co/ymH1XBiNIg,wajib gubernur jatim sedia layan hotline jam keras seksual,2
1113,ㅤㅤ\n\nㅤㅤㅤㅤㅤA plot that\nㅤㅤㅤㅤㅤwritten alone\nㅤㅤㅤㅤㅤ; using First Person POV\nㅤㅤㅤㅤ    ; unidentified time\n              ⚠ ; mengandung adegan\n                       kekerasan dan \n                       hal yang bersifat NSFW\n\nㅤㅤ,nn a plot thatn written alonen using first person povn unidentified timen kandung adegann keras sifat nsfwnn,1
1114,"Saat menanggapi kasus kekerasan seksual, karena berbagai faktor, beberapa dari kita bisa jadi secara tidak sadar/tidak sengaja justru melontarkan respons yang memperburuk situasi korban. Hal seperti apa saja misalnya? \n\nIni 6 di antaranya!⬇️⬇️ https://t.co/QVLrcxmE0N",tanggap keras seksual faktor sadartidak sengaja lontar respons buruk situasi korban nnini,0
1115,"@sejutaluka Tetanggaku, anaknya penyintas kekerasan 98, mahasiswa Trisakti, ilang berbulan2, keluarganya nyari kemana2 trus ketemu di kantor polisi di pusat udah dalam keadaan gak waras dan babak belur... 💔",tetangga anak sintas keras mahasiswa trisakti ilang bulan keluarga cari mana ketemu kantor polisi pusat waras babak bur,1
1116,"@detikcom Herannya dia bawa2 nama dokter terus melakukan kekerasan, dan ke perempuan pula🤦",heran bawa nama dokter keras perempuan,2
1117,"Tekan Kasus Kekerasan Perempuan dan Anak, Khofifah Sediakan Hotline SAPA 129, Jangan Takut Lapor\nhttps://t.co/1TNNQDQudu\n\nFollow di google berita : https://t.co/NfEcdo46tG\n#beritaviral #berita #news #bangsaonline https://t.co/2GdfcgT0AC",tekan keras perempuan anak khofifah sedia hotline sapa takut laporn google berita berita news bangsaonline,2
1118,"Krisis &amp; Kritis❗️\nTerjadi lagi😭\nMengapa mereka yang harusnya mendidik akhlak dan budipekerti melakukannya?\n\nLagi, Pimpinan Ponpes Ditahan.\nDiduga Lakukan Kekerasan Seksual pada 41 Santriwati\nhttps://t.co/0AwEewQ8HV",krisis kritisnterjadi laginmengapa didik akhlak budipekerti melakukannyannlagi pimpin ponpes ditahanndiduga laku keras seksual santriwatin,2
1119,Mahasiswa Universitas Mercu Buana Ciptakan Alat Digital Pendeteksi Kekerasan Seksual https://t.co/wHvFYY4Y08,mahasiswa universitas mercu buana cipta alat digital deteksi keras seksual,2
1120,Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,0
1121,sudah mendarah dgg rasa ga sukanya sama islam\n\nYg dibahas secara spesifik di youtube ya memang kebetulan programny soal islam. Untung ada Aj kalau ga orang orang yg ga kenal islam akn ttp stupid &amp; parno dg berita bias bbc cnn juga fox bahwa islam identik dg kekerasan &amp; Terorism,darah dgg suka islamnnyg bahas spesifik youtube programny islam untung aj orang orang kenal islam akn stupid parno berita bias bbc cnn fox islam identik keras terorism,0
1122,Paling gabisa liat video kekerasan terhadap hewan!!Mereka yang suka nyiksa hewan tu sudah pasti gapunya hati dan otak kan ya???,liat video keras hewanmereka suka siksa hewan hati otak,0
1123,"@milkyjjee_ @sbtcon Agensinya mistreat, loona ga dibayar samsek,  chuu pernah speak up gt aku lupa antara ke hukum atau kemana trus gr2 itu dia di keluarin, dituduh katanya kekerasan verbal, skrg biar bbcnya bangkrut dan biar membernya bisa keluar (krn belom semua menang hak hukumnya),diadain boikot",agens mistreat loona bayar samsek chuu speak up lupa hukum mana gr keluarin tuduh keras verbal biar bbcnya bangkrut biar membernya menang hak hukumnyadiadain boikot,0
1124,"Pak Darmawan, seorang guru pembimbing dari Klub 'Kawan Tanpa Kekerasan (KATAK)', ialah yang mengusulkan pembentuk klub setelah mengajukannya kepada Kepala Sekolah, Pak Surya. https://t.co/bY9eaUhwD4",darmawan guru bimbing klub kawan keras katak usul bentuk klub aju kepala sekolah surya,2
1125,@Bvachiix ntuu kekerasan tapi enak 😭,ntuu keras enak,1
1126,"7. Kekerasan dan diskriminasi rasial juga sering terjadi saat Mei 1998, korban yang menjadi sasaran ialah masyarakat etnis Tionghoa. Sentimen anti rasial terhadap orang Tionghoa jadi penyebab dominan yang mudah menjadi pemicu kerusuhan bisa terjadi.\n📸 By AJI Indonesia https://t.co/AsqKJw3bbk",keras diskriminasi rasial mei korban sasar masyarakat etnis tionghoa sentimen anti rasial orang tionghoa sebab dominan mudah picu rusuh terjadin by aji indonesia,2
1127,GWEH MANDIIN LUKH PAKE AIR PANAS,gweh mandiin lukh pake air panas,2
1128,"@woundsleo RUMAH KAK BAGUS SEDIKIT ANGST TAPI BAGUSSS BGTT ADA KEKERASAN SEDIKIT, SAMA ADA LAPAN BELAS",rumah kak bagus angst bagusss bgtt keras lap belas,1
1129,"😭😭😭😭cerita hari ini gak lucu buatku tapi lucu buat kaliannn kannn, aku kesakitan kok malah kalean ketawainnn pas aku ceritain kejadiannya😭aku dh panik bangett takut aku kenapa2, aku paling gak suka kekerasan sebenarnya mangkanya ngeri kalo liat ada yg berantem, kasihan badan",cerita lucu buat lucu kaliannn kannn sakit kalean ketawainnn pas ceritain kejadiannyaaku deh panik takut suka keras mangkanya ngeri liat tengkar kasihan badan,0
1130,Pemimpinnya kemana ya??? \nKlik untuk lihat kontennya👇🏼👇🏼👇🏼\nhttps://t.co/44KoYeWyHP https://t.co/s9p2eHBfWx,pimpin mana nklik lihat kontennyan,1
1131,Harusnya diusut ketika Anies Baswedan masih menjabat sebagai Gubernur DKI JAKARTA.\nBukan sekarang karena sudah ada kandungan resiko yg tidak menguntungkan penyidik.\nTerkecuali memang tujuannya sudah jelas sebagaimana diuraikan oleh pak Mahfud MD tadi.\nPasti akan timbul kerusuhan! https://t.co/y7vVU89hjJ,usut anies baswedan jabat gubernur dki jakartanbukan kandung resiko untung penyidiknterkecuali tuju urai mahfud md tadinpasti timbul rusuh,2
1132,"@aniesbaswedan Apakah kamu akan menggunakan politik identitas lagi dipemilu tahun depan, menggoreng isu SARA lagi, dan menggandeng kelompok masyarakat yg rasis dan suka kekerasan lagi? Sebaiknya kamu engga, walaupun saya tahu kamu tidak punya malu dan menghalalkan segala cara.",politik identitas milu goreng isu sara gandeng kelompok masyarakat ras suka keras malu halal,2
1133,"@TelkomIndonesia Miana dari Gandul cinere\nmau tanya dong kak lupi, kak reza dan kak bunga. Bagaimana caranya agar anak menjauhi konten kekerasan dan pornografi , sudah dilakukan pencegahan pemblokiran dan pembatasan gadget sedangkan anak butuh info pendidikan melalui gadget juga\nterima kasih",miana gandul cinerenmau kak lupi kak reza kak bunga anak jauh konten keras pornografi cegah blokir batas gadget anak butuh info didik gadget juganterima kasih,1
1134,"Kekerasan Anak di Jatim Capai 1161 kasus, Pemprov Buka Hotline Aduan 24 Jam\n\nhttps://t.co/vueatn8dcx\n\n#Khofifah #KIP #GubernurJatim #EmilDardak #WagubJatim #WagubEmil #InfoJatim #BeritaJatim #KabarJatim #JawaTimur #Jatim #SuaraSurabaya",keras anak jatim capai pemprov buka hotline adu jamnn kip gubernurjatim emildardak wagubjatim wagubemil infojatim beritajatim kabarjatim jawatimur jatim suarasurabaya,2
1135,"Powerful song to remind us\nJangan kasih empati buat pelaku pelecehan, kekerasan, bahkan pembunuhan perempuan! 😤\n\nLET. THEM. DROOOWN.\n\nhttps://t.co/5Se5Uv5fzC",powerful song to remind usnjangan kasih empati laku leceh keras bunuh perempuan nnlet them drooownnn,2
1136,"sedangkan ak, ak gatau apa ak masih percaya cinta dan komitmen, semuanya hambar, selalu ada bayang² kekerasan, kadang lagi tidur pun suka kaget, kyk denger sesuatu yg kenceng banget, tapi pas kebangun ternyata gaada apa², ak terlalu takut",percaya cinta komitmen hambar bayang keras kadang tidur suka kaget dengar kencang pas bangun apa takut,1
1137,"1. Adanya koordinasi rutin anggota FPKK\n2. FPKK Kalurahan Purwoharjo mempunyai skema alur penanganan kasus\n3. Adanya sosialisasi ke padukuhan terkait kelembagaan FPKK, serta sosialisasi bentuk-bentuk kekerasan, terutama kekerasan terhadap perempuan dan anak.",koordinasi rutin anggota fpkkn fpkk kalurahan purwoharjo skema alur tangan kasusn sosialisasi padukuhan kait lembaga fpkk sosialisasi bentukbentuk keras keras perempuan anak,2
1138,"Hai Kawan Kalyanamitra!\n\nHari ini, Jumat, 19 Mei 2023 telah dilaksanakan kegiatan Refleksi bersama Forum Perlindungan Korban Kekerasan (FPKK) Kalurahan Purwoharjo, Kec. Samigaluh, Kulonprogo. Kegiatan ini dihadiri 26 orang yang terdiri dari anggota FPKK dan Lurah Purwoharjo. https://t.co/uI5oZSNEib",hai kawan kalyanamitrannhari jumat mei laksana giat refleksi forum lindung korban keras fpkk kalurahan purwoharjo kec samigaluh kulonprogo giat hadir orang anggota fpkk lurah purwoharjo,2
1139,Mengenang 20 tahun pemberlakukan Darurat Militer (martial law) di Aceh. Banyak pelaku pelanggaran HAM berat belum disentuh hukum. Mereka pengecut walau sekarang banyak berbalut jabatan dan bintang. \n\nBanyak sekali korban berbagai kekerasan belum mendapatkan HAK mereka. https://t.co/uRVai3j6ON,kenang laku darurat militer martial law aceh laku langgar ham berat sentuh hukum kecut balut jabat bintang nnbanyak korban keras hak,2
1140,https://t.co/P5s0Ft8O30,,0
1141,Orang bodoh yg tdk memiliki kecerdasan dan pengetahuan tidak pantas dibawa ke forum ruang publik.\nApalagi ngomongnya awur2an. https://t.co/6QgVjvakig,orang bodoh milik cerdas tahu bawa forum ruang publiknapalagi ngomongnya awur,0
1142,https://t.co/oZm41UnWRX,,0
1143,Penghapusan Kekerasan dan Pelecehan di Dunia Kerja https://t.co/sMkqehYSEF https://t.co/EoPdcvSdQL,hapus keras leceh dunia kerja,2
1144,Oke MARKIBONG... mari kita bongkar\n\nSejatinya memang sangat ga mungkin korupsi mega proyek hanya dilakukan oleh 1 oknum.. \n\nKira² parpol mana aja ya🙄🤔🧐 https://t.co/FFbAZBboYe,oke markibong mari bongkarnnsejatinya korupsi mega proyek oknum nnkira parpol,1
1145,"Kericuhan di laga Indonesia Vs Thailand mendapat perhatian dari Presiden FIFA, Gianni Infantino, yang mengutuk aksi kekerasan tersebut. Ia mengatakan bahwa kericuhan tersebut memberikan citra negatif bagi sepak bola Indonesia dan Asia Tenggara\nhttps://t.co/nsmyE2SsbC",ricuh laga indonesia vs thailand perhati presiden fifa gianni infantino kutuk aksi keras ricuh citra negatif sepak bola indonesia asia tenggaran,2
1146,@tiddypicker LU INI GAK BISA YEEE DIBAIKIN DIKIT. Harus pake kekerasan!,yeee dibaikin dikit pakai keras,2
1147,"Mimin @tvOneNews , Bahayanya ketika orang bodoh diundang utk membahas hal yg sensitif...\n\nGa perduli di arab sudah berubah mindsetnya terhadap penerimaan lgbt, namun Islam tidak akan  pernah berubah ketentuannya  hingga kiamat tiba...\n\nAbu janda rasis dan sesat... https://t.co/ifVpOHtX0e",mimin bahaya orang bodoh undang bahas sensitifnnga duli arab ubah mindsetnya terima lgbt islam ubah tentu kiamat tibannabu janda ras sesat,2
1148,Data Sistem Informasi Online Perlindungan Perempuan dan Anak (SIMFONI PPA) mencatat ada 1.161 anak yang menjadi korban kekerasan sepanjang tahun 2022.\n \n#surabaya #korbankekerasan #khofifah #pencurian\nhttps://t.co/okyHEcCshR,data sistem informasi online lindung perempuan anak simfoni ppa catat anak korban keras nsurabaya korbankekerasan khofifah pencuriann,2
1149,"Kericuhan di laga Indonesia Vs Thailand mendapat perhatian dari Presiden FIFA, Gianni Infantino, yang mengutuk aksi kekerasan tersebut. Ia mengatakan bahwa kericuhan tersebut memberikan citra negatif bagi sepak bola Indonesia dan Asia Tenggara\nhttps://t.co/9UcO6zHqSG",ricuh laga indonesia vs thailand perhati presiden fifa gianni infantino kutuk aksi keras ricuh citra negatif sepak bola indonesia asia tenggaran,2
1150,"Memasuki masa pertumbuhan, anak-anak yang hidup tanpa ayah memiliki potensi terkena masalah mental dan emosional, kurang bisa berbaur dengan teman sebaya, terdampak masalah kesehatan misalnya psikosomatis, kekerasan fisik, emosional dan seksual.\n\nhttps://t.co/kQp7JUGYhj",pasuk tumbuh anakanak hidup ayah milik potensi kena mental emosional baur teman baya dampak sehat psikosomatis keras fisik emosional seksualnn,0
1151,jujur nulis cerita non kekerasan tuh bingung di alur deh,jujur nulis cerita non keras tuh bingung alur deh,1
1152,@Ayang_Utriza @KompasTV Sebab utk kasus sodomi ataupun kekerasan lainnya beliau ini tdk pernah di wawancara oleh wartawan.,sodomi keras beliau wawancara wartawan,2
1153,Khofifah pastikan pelayanan kasus kekerasan seksual buka 24 jam\nhttps://t.co/p3RtQR8TNY,khofifah pasti layan keras seksual buka jamn,2
1154,Quotenya pada fafifu kekerasan seksual dll\n\nGua pribadi yakin dari 1400an pasiennya yg korban KS ga bakal sampe 10 persennya\n\nI play low mungkin cuman 10 sampe 20 orang aja,quotenya fafifu keras seksual dllnngua pribadi an pasien korban ks persennyanni play orang,0
1155,"@SoundOfYogi @pritiktanya @mainanmulu adohh baca kek, kekerasan fisik (dll).  gue gabisa jabarin semua karena terbatas max kata bro. gue juga yakin lo lo semua yg udah baca udh pada dewasa udh ngerti batasan batas wajar tuh segimana. dan batas wajar setiap org itu beda jadi sesuaikan masing""""",adohh baca kek keras fisik jabarin batas max bro baca dewasa ngerti batas batas wajar tuh segimana batas wajar orang beda sesuai,1
1156,"Seorang dokter gigi di Bali membuka praktik aborsi ilegal sejak tahun 2006\n\nMenurut Polda Bali, dokter gigi KAW sudah menangani lebih dari 1.300 pasien sejak awal praktik aborsi\n\nKAW mengaku menangani aborsi ilegal karena kasihan dengan masa depan pasiennya yang rata2 masih muda https://t.co/Xcobhyui2m",dokter gigi bal buka praktik aborsi ilegal nnmenurut polda bal dokter gigi kaw tangan pasien praktik aborsinnkaw aku tangan aborsi ilegal kasihan pasien muda,2
1157,@orangciangsana Wong kene ki genah cinta damai tidak suka kekerasan og wkwk,kene ki genah cinta damai suka keras og wkwk,1
1158,Pemerintah Provinsi Jawa Timur membuka hotline khusus untuk pengaduan kasus kekerasan seksual kepada perempuan dan anak melalui SAPA 129 https://t.co/43G5SjMTX1,perintah provinsi jawa timur buka hotline khusus adu keras seksual perempuan anak sapa,2
1159,"Perangi Kekerasan Seksual, Gubernur Jatim Buka Hotline Sapa 129 https://t.co/06GnoNwYri",rang keras seksual gubernur jatim buka hotline sapa,2
1160,"Efek kekerasan pada anak saat tumbuh dewasa. Semua poin ini gw banget, apalagi yang poin 4: rentan mengalami penyakit kronis, dimana gw udh punya penyakit asthma sama jantung (hipertensi). https://t.co/0fFalNnr0p",efek keras anak tumbuh dewasa poin poin rentan alami sakit kronis mana sakit asthma jantung hipertensi,1
1161,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/iKNzCPbc0z,keras jahat seksual peta home,0
1162,"@g4kta Wkwkw ohhh jadi cuma modal youtube, gak nanya ke pemuka agama mereka ya. Sama saja dong dg orang yg menganggap Islam itu penuh kekerasan karena melihat video di youtube.",wkwkw ohhh modal youtube muka agama orang anggap islam penuh keras video youtube,0
1163,Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,0
1164,"I do believe bahwa korban kekerasan sexual harus diberikan akses aborsi, sama seperti pasien dengan kehamilan beresiko\n\nTapi ya nggak usah munafik bahwa konsumen jasa bapak ini hampir bisa dipastikan mayoritas adalah penganut safe kemudian have fun didahulukan",i do believe korban keras sexual akses aborsi pasien hamil beresikonntapi munafik konsumen jasa mayoritas anut safe have fun dahulu,2
1165,@luminye PASAL 1 AYAT 1 GA BOLEH BERBUAT KEKERASAN KE RYU,pasal ayat buat keras ryu,2
1166,"Pak Wahid : Udah pak, tahan, jangan sampai pake kekerasan\nOliv : Bapak pikirkan saja baik-baik, cabut surat drop out saya atau saya sebarkan lagi kebusukan bapak yang lebih parah (langsung keluar ruangan)",wahid udah tahan pakai kekerasannoliv pikir baikbaik pergi surat drop out sebar busuk parah langsung ruang,2
1167,"Sentimen anti-Tionghoa yang menguat ini seakan-akan jadi bahan bakar pembenaran untuk melakukan aksi mengerikan: kekerasan, penjarahan, hingga pemerkosaan. https://t.co/YhyCVRsZ2w",sentimen antitionghoa kuat seakanakan bahan bakar benar aksi keri keras jarah perkosa,2
1168,"Mendirikan rumah aman bagi korban kekerasan perempuan dan anak, Anies dinilai konsisten untuk peduli sesama",diri rumah aman korban keras perempuan anak anies nilai konsisten peduli,2
1169,[a thread]\n\nMau cerita sedikit pengalaman kekerasan yang gue alami kemarin ketika laundry di daerah Meruya. Atiati ya guys buat yg ngekos di Meruya khususnya di deket Mercu.,a threadnnmau cerita alam keras alami kemarin laundry daerah meruya atiati guys ngekos meruya deket mercu,1
1170,"Bullying Stops Here‼️\n\nSaatnya kita menyuarakan hal ini dengan serius terkait PERUNDUNGAN!\n\nHai semuanya! Saya Nur Akhlika Dea S dari kelompok 28.\n\nMari, kita cegah dan hentikan tindak kekerasan ini. Bersama-sama kita pelajari dan pahami. \n\n#GenerasiAntiBullying\n#P5\n#SMAYPVDP https://t.co/PF9xaUjZMa",bullying stops herennsaatnya suara serius kait perundungannnhai nur akhlika dea s kelompok nnmari cegah henti tindak keras bersamasama ajar paham nngenerasiantibullyingnpnsmaypvdp,2
1171,@rajangibuldunia @republikaonline Bisa aja ..🤣,,0
1172,Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,0
1173,"@JNB_Juliana Bisa, mana sini data diri org yg minjam.\nPake kekerasan juga bisa skali.",data orang minjamnpake keras,2
1174,"Menteri Sosial (Mensos), Tri Rismaharini mengatakan, pembuatan modul tersebut sebagai upaya mengurangi kekerasan seksual yang dialami oleh anak disabilitas. Jadi karena itu, kami membuat modul parenting untuk menangani anak-anak disabilitas,""",menteri sosial mensos tri rismaharini buat modul upaya kurang keras seksual alami anak disabilitas modul parenting tangan anakanak disabilitas,2
1175,"Kalo kata Bang Rhoma Irama tuh ber-DOXA sekali MV ini, wkwkwk. Tapi beat musiknya asyik!!!\n1. Gunting berdarah\n2. Sensualitas di bathup\n3. Minum-minuman\n4. Kekerasan"" pada permen\n5. Mubazir makanan\n6. Vandalisme\n\nDOXA MV TEASER 1\n\n#SECRET_NUMBER #시크릿넘버\n#DOXA \n@5ecretNumber https://t.co/3WlU7tfvAh""",kalo bang rhoma irama tuh berdoxa mv wkwkwk beat musik asyikn gunting berdarahn sensualitas bathupn minumminumann keras permenn mubazir makanann vandalismenndoxa mv teaser nnsecret number ndoxa,0
1176,"ini nih susahnya, krn kita gak tahu yg datang aborsi tuh korban pemerkosn atau bukan :') apa gak ada cara gitu ya biar korban kekerasan seksual tuh bisa punya akses buat kyk gini, jdinya masuk legal 🤧 bukan membenarkan aborsi tpi ini khusus mereka para korban aja🤧",nih susah aborsi tuh korban pemerkosn biar korban keras seksual tuh akses gin jdinya masuk legal benar aborsi khusus korban,2
1177,"Pelatih Thailand, Sritaro Mengenai insiden berlari ke bench, pemain Indonesia yang kali pertama berlari di bench kami, dia berlari dengan sangat senang. Hal itu normal dan bukan masalah, karena kami tidak bisa berbuat apa-apa, dia juga berlari di depan saya,""\n\n""Ketika kami… https://t.co/OvhY23etes""",latih thailand sritaro insiden lari bench main indonesia kali lari bench lari senang normal buat apaapa lari sayannketika,1
1178,"@e100ss Halah, cari alasan.. psikopat ya psikopat! Bnyk jg org susah yg ngga mukul anak2 nya, bnyk jg yg ber medsos ngga melakukan kekerasan anak.. lalu mslh nya dimana?",halah cari alas psikopat psikopat bnyk orang susah mukul anak nya ber medsos keras anak nya mana,1
1179,"@JNB_Juliana Tra pke kekerasan klo bgtu, yah paling kebun binatang kluar samua",tra pakai keras yah kebun binatang samua,1
1180,Pemkab Batang Gelar Sosialisasi Tindak Lanjut Kasus Kekerasan Seksual Pada Anak\nhttps://t.co/6Ru9vzLAbo,pemkab batang gelar sosialisasi tindak keras seksual anakn,2
1181,Kalau udah main kekerasan itu konteksnya udah beda... yang lari 1 orang dan itu pemain... karena kan kena prank pluit. Pas nyamain ke dudukan sekampoooong thai ngapain ke tempat indo. Malah staff ikutan juga ... mukul lagi 💪,main keras konteks beda lari orang main kena prank pluit pas nyamain duduk sekampoooong thai ngapain indo staff ikut mukul,1
1182,Kontroversi Laga Sepak Bola Indonesia vs Thailand ⚽️\n\nFinal pertandingan sepak bola antara Indonesia dan Thailand menuai kritik karena adanya pelanggaran aturan dan tindakan kekerasan yang terjadi 👀 https://t.co/0qEi81wv6t,kontroversi laga sepak bola indonesia vs thailand nnfinal tanding sepak bola indonesia thailand tuai kritik langgar atur tindak keras,2
1183,"@enjiluv Semangat kak semoga keluarganya kasih keputusan yg tepat , orang kaya gitu udah gak bisa di maafin sih udah main tangan,kekerasan dan kalau bisa serikatnya juga di tuntut biar ada efek jera",semangat kak moga keluarga kasih putus orang kaya maafin sih main tangankekerasan serikat tuntut biar efek jera,1
1184,"Tekan Kasus Kekerasan Perempuan dan Anak, Khofifah Sediakan Hotline SAPA 129, Jangan Takut Lapor\nhttps://t.co/1TNNQDQudu\n\nFollow di google berita : https://t.co/NfEcdo46tG\n#beritaviral #berita #news #bangsaonline https://t.co/cp75i6Y9Dj",tekan keras perempuan anak khofifah sedia hotline sapa takut laporn google berita berita news bangsaonline,2
1185,"@sudjatmiko26 @GeiszChalifah @saifulmujani @LitbangKompas @kedaikopisurvei @ChartaPolitika Mesti nya diawal pengumuman hasil survei disebutkan  survei kami dibiayai oleh si A, B dll.. Mungkin kah ? Boleh kah ???",mesti nya awal umum hasil survei survei biaya a b kah kah,1
1186,"Prototipe desain karakter 3 anggota Klub 'Kawan Tanpa Kekerasan (KATAK)', dari kiri Andi Wiratmaja si ahli trik kartu, Aprilia Lulu si ahli robotika, dan Satria Laksana si ahli beladiri aikido. https://t.co/PCMevbcFA9",prototipe desain karakter anggota klub kawan keras katak kiri andi wiratmaja ahli trik kartu aprilia lulu ahli robotika satria laksana ahli beladiri aikido,2
1187,"Bullying Stops Here‼️\n\nSaatnya kita menyuarakan hal ini dengan serius terkait PERUNDUNGAN!\n\nHai semuanya! Saya Jesslyn Aulia Rumende dari kelompok 28.\n\nMari, kita cegah dan hentikan tindak kekerasan ini. Bersama-sama kita pelajari dan pahami. \n\n#GenerasiAntiBullying\n#P5\n#SMAYPVDP https://t.co/IGkYYPVpRx",bullying stops herennsaatnya suara serius kait perundungannnhai jesslyn aulia rumende kelompok nnmari cegah henti tindak keras bersamasama ajar paham nngenerasiantibullyingnpnsmaypvdp,2
1188,@wafrre serem banget kak kekerasan kak namanya kak KAK SETOOO LIAT,seram kak keras kak nama kak kak setooo liat,1
1189,bisa jadi yang melakukan pelecehan/kekerasan seksual itu bapakmu sendiri,pelecehankekerasan seksual bapak,2
1190,"Arak-arakan SEA Games 2023 hari ini (19/4) menutupi Jl. Sudirman di sekitar Benhil. Parahnya sebagian peserta arak-arakan masuk ke jalur @PT_Transjakarta dan menghalangi pergerakan bus, sementara jalur bus harus steril. \n\nV: @ekispace_ https://t.co/OyJFU1kiNf",arakarakan sea games tutup jl sudirman benhil parah serta arakarakan masuk jalur halang gera bus jalur bus steril nnv,1
1191,"Pendiri Center for Indonesia’s Strategic Development Initiatives, Diah Satyani Saminarsih, juga menyatakan bahwa tindakan kriminal ini (aborsi ilegal) masih ada karena pemerintah tidak bisa tegas dengan kebijakan aborsi untuk korban kekerasan seksual\n\nhttps://t.co/GjjNpJNrgz https://t.co/CJ0MEVWtu7",diri center for indonesias strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksualnn,0
1192,"Sepanjang tahun 2023, ada sebanyak 30 anak di Kota Surabaya mengalami kekerasan. Faktor utamanya disebankan karena keadaan keluarga. https://t.co/UWub5FFvOP https://t.co/niFtWdeGyM",anak kota surabaya alami keras faktor utama ban keluarga,0
